E08000002,21669,x,x,x,16078,19028,24696,28996,31308,x,x
E08000003,27200,10462,16379,18376,20157,23867,31201,36748,39455,42782,55479
E08000004,20012,x,11816,13907,15371,17738,23831,27359,29963,32497,x
E08000005,21619,7159,11996,13859,15844,18997,24415,30164,32145,34497,x
E08000006,25009,8826,15278,17641,18784,21329,29245,34010,37050,40520,x
E08000007,23641,8368,12389,14735,16267,20376,28058,32997,35781,39062,x
E08000008,20590,x,x,14722,16649,18461,23304,26217,x,x,x
E08000009,23919,8903,13572,15772,17486,20190,28059,33351,37282,42078,x
E08000010,20955,6842,11667,13576,15087,17922,24010,27922,29941,34035,x
E10000017,22423,8277,12988,14886,16506,19376,26427,31202,34471,38425,47100
E07000117,20184,9796,13700,15466,16428,17902,22535,27199,30857,34515,x
E07000118,20426,x,10862,12858,14240,17483,23881,27942,29093,32503,x
E07000119,29549,10446,15549,18016,19680,23461,36505,43357,x,x,x
E07000120,21926,8331,12678,14428,15626,18162,26767,33141,38803,x,x
E07000121,21848,7790,13150,14618,x,18256,26973,x,x,x,x
E07000122,21552,x,13114,14571,16209,19110,23601,28579,30192,x,x
E07000123,23383,8278,13763,15791,17458,20241,26612,30804,32869,37048,x
E07000124,25342,9924,12992,15926,16537,20441,32281,40154,42880,x,x
E07000125,20774,7992,x,12968,16483,18847,23883,28411,x,x,x
E07000126,23128,7010,12006,14884,17360,20661,26424,30631,33387,36243,x
E07000127,23302,x,13142,14889,16639,19543,27407,32051,37480,40983,x
E07000128,19227,x,9367,11803,13649,16226,23428,26326,28769,x,x
E11000002,23215,8072,12375,14652,16666,19697,26722,31776,34585,38203,48041
E08000011,25126,9590,14520,16351,18289,21679,28975,34649,37734,41476,x
E08000012,24179,8587,14075,16148,18201,21069,28390,34067,36650,39890,49509
E08000013,22606,6751,11511,12993,14643,17703,26466,29508,31960,x,x
E08000014,20311,7393,11048,12711,14936,17824,24466,29555,31887,34606,x
E08000015,20247,7210,10500,12213,14157,17603,24820,28369,31241,33970,x
E12000003,22973,7982,12313,14455,16458,19516,26627,31172,33943,37098,46992
E06000011,22357,7981,11818,13394,15749,19104,25967,30504,34326,37505,45985
E06000010,23008,8337,12115,14384,16217,18799,26276,30458,32787,35899,x
E06000012,19842,7631,10426,13032,14779,17709,23437,30019,32127,35318,x
E06000013,24198,8108,11912,14275,16348,19412,28223,32694,34887,38356,x
E06000014,23926,8276,12906,14666,16858,19708,28219,33835,36248,39148,x
E10000023,22545,6981,11774,13669,15926,19106,26208,30544,33608,36150,45216
E07000163,22418,6617,11571,13952,15480,18550,26445,31124,x,x,x
E07000164,21444,x,x,x,x,19308,24460,28611,x,x,x
E07000165,23994,8109,11850,14174,16669,19690,27523,32997,35000,38369,x
E07000166,x,x,x,x,13879,19357,x,x,x,x,x
E07000167,x,x,x,x,x,x,x,x,x,x,x
E07000168,20254,x,9964,12176,13582,16720,23197,27994,29635,33082,x
E07000169,27064,6936,12726,15128,17654,21521,30501,34664,37727,40198,x
E11000003,22423,7795,12205,14284,16279,19220,25978,30406,32898,36224,44601
E08000016,21845,7339,12060,13864,15693,18669,25224,30658,33033,36867,x
E08000017,21473,7407,12194,13922,15901,18709,24534,29104,31440,34258,x
E08000018,21796,7492,11695,13323,15227,18537,24537,27846,30669,33082,x
E08000019,23297,8109,12715,15142,17220,19981,27388,31545,34187,37389,46550
E11000006,23365,8275,12784,15012,16910,20117,27040,31707,34513,37763,49245
E08000032,22533,8161,12354,14693,16548,19566,26121,29468,31806,34155,x
E08000033,22834,x,13540,14981,16695,19553,26528,30726,32965,36876,x
E08000034,20215,x,10669,12637,13979,17007,24182,27692,31426,34141,x
E08000035,24636,8310,13690,16215,18089,21395,29114,34526,37500,41258,x
E08000036,23560,9080,13024,15161,17411,20315,27169,31111,33491,36691,x
E12000004,23070,7917,12352,14704,16586,19665,26833,31531,34293,37835,47804
E06000015,33078,9746,15735,18717,21668,27533,39373,45093,47662,50597,x
E06000016,21935,6776,11175,13082,15416,19116,24940,30229,32409,35623,x
E06000018,22901,7762,12030,14495,16335,19474,26721,31362,35091,39172,x
E06000017,23842,x,x,15841,16676,20300,28025,x,x,x,x
E10000007,21999,7799,11697,13660,15495,18329,25653,30216,32802,35733,44469
E07000032,24950,7770,11683,14731,17171,21392,29004,32562,35560,41296,x
E07000033,19487,8046,12152,14196,15142,16870,22699,28468,x,x,x
E07000034,21931,9661,13167,14783,16234,19041,25071,29819,32350,34848,x
E07000035,22124,8944,11837,15011,15915,18894,26299,32139,35806,x,x
E07000036,19623,x,10600,12417,15464,17477,24744,29861,31744,x,x
E07000037,x,x,x,x,x,x,x,x,x,x,x
E07000038,19692,x,9322,12057,13166,17164,23655,25973,28375,x,x
E07000039,23856,7928,12735,13720,15569,19605,28655,31202,34204,36137,x
E10000018,23475,7745,12411,14784,16702,20258,26567,31364,34015,37597,47366
E07000129,23689,9208,13875,16441,17688,20766,26394,30671,x,x,x
E07000130,23304,x,11039,13416,15627,19683,26735,31724,35213,x,x
E07000131,21659,x,x,x,x,18827,25416,x,x,x,x
E07000132,24350,x,x,x,x,21243,27251,x,x,x,x
E07000133,20482,x,10841,12433,15065,17849,23799,26191,29581,x,x
E07000134,25570,8324,13905,16147,18392,22144,28755,33213,35504,38026,x
E07000135,20031,x,11054,11766,14425,18267,23561,27181,x,x,x
E10000019,21354,7935,11953,14041,15878,18749,24970,29379,31644,34001,x
E07000136,20130,7800,10958,13018,15042,17575,23283,25791,27579,29198,x
E07000137,21589,7117,x,13369,14692,18094,25000,28447,30688,x,x
E07000138,21297,8066,12312,14559,15984,18280,25071,30439,32859,34061,x
E07000139,23100,8416,12847,14842,16644,19051,26233,31292,33972,x,x
E07000140,22140,9279,15299,16922,18023,19692,25239,30394,33006,34016,x
E07000141,21144,7798,10717,13132,15188,18707,24051,x,x,x,x
E07000142,20878,x,10134,11473,13542,18595,x,x,x,x,x
E10000021,24652,8297,13254,16000,18000,21097,28618,32890,35729,38791,48785
E07000150,24483,9849,15671,x,x,x,x,x,x,x,x
E07000151,25459,x,12953,17187,18837,21710,30582,33971,36700,39107,x
E07000152,24632,7289,10848,x,17307,21206,27562,30969,33359,x,x
E07000153,21783,x,x,x,16200,19503,25859,30939,x,x,x
E07000154,25383,8979,13895,16070,18280,21725,29477,33644,36261,38858,x
E07000155,25565,x,x,x,x,x,x,x,x,x,x
E07000156,23805,x,x,x,18113,20538,26541,x,x,x,x
E10000024,21173,7794,12157,14164,16043,18672,24740,29229,31683,34608,x
E07000170,21999,9864,14720,15704,17185,19594,25614,29953,31661,34076,x
E07000171,21935,8567,13762,15410,17523,19517,24264,27299,29944,32611,x
E07000172,x,x,x,x,x,x,x,x,x,x,x
E07000173,x,x,x,x,x,x,x,x,x,x,x
E07000174,19215,8611,11865,13469,15307,17977,22782,26727,27910,30158,x
E07000175,19156,x,9722,12629,14290,16331,21370,26564,29269,32519,x
E07000176,23981,7761,11742,14938,17658,20019,28694,34312,37452,x,x
E12000005,23870,8108,12673,15051,16918,20145,27451,32476,35447,39038,49300
E06000019,20812,x,11304,13191,15822,18246,24010,27109,x,x,x
E06000021,23123,7453,12087,14499,16464,19474,26000,29583,31379,34941,x
E06000020,24135,7465,11476,14522,16544,20105,27563,32657,35096,37932,x
E06000051,22480,6669,10508,13065,14812,19290,25380,29721,32246,35007,x
E10000028,22105,7754,12000,14043,15904,18992,25993,29849,32218,35388,x
E07000192,20140,7251,10864,12309,14775,17468,24197,26896,29603,31926,x
E07000193,x,x,x,x,x,x,27606,x,x,x,x
E07000194,23330,x,x,x,x,19860,26569,x,x,x,x
E07000195,19901,7853,11503,13534,15405,17677,22925,26250,28593,31359,x
E07000196,21282,x,13095,13757,15331,19010,27067,x,x,x,x
E07000197,24081,8564,13736,15619,17241,19822,28087,32024,35302,39221,x
E07000198,22216,x,10086,12571,14707,17563,x,x,x,x,x
E07000199,21000,x,12949,13852,15698,17527,23595,26312,x,x,x
E10000031,25040,8400,12864,15686,17734,21404,30075,35855,40083,43680,53580
E07000218,25199,10512,15158,17450,18702,22406,29129,34823,36985,40402,x
E07000219,21027,x,x,x,15794,19080,24376,x,x,x,x
E07000220,25165,x,x,x,x,22237,31701,38360,41774,x,x
E07000221,23926,x,x,14357,16271,19624,27132,33195,37703,x,x
E07000222,28784,7891,13815,17421,19718,23894,33331,40245,44261,47462,x
E11000005,24830,8596,13663,15840,17600,20904,28716,33914,37288,40695,51498
E08000025,26303,8923,14914,16965,18754,22248,30547,37061,39836,43667,56803
E08000026,24823,7916,13325,15715,17801,21014,29442,33626,37113,40001,x
E08000027,22018,8160,11258,12866,15712,18322,25432,29746,32088,35514,x
E08000028,23579,9245,14029,15736,17240,20824,26204,30255,32279,35000,x
E08000029,27339,9575,13774,16185,18034,22417,32734,38841,42074,45046,x
E08000030,22664,8082,12323,14310,16108,18564,25825,31659,33976,36740,x
E08000031,23297,8284,12933,14998,16621,19836,26466,32639,34991,38106,x
E10000034,22488,7253,11486,13511,15823,19131,25623,30077,32721,36256,45212
E07000234,22799,x,x,x,x,x,x,x,x,x,x
E07000235,19488,x,9219,x,12651,17007,22602,27307,x,x,x
E07000236,22627,8063,12046,15555,17319,19598,24920,29173,32702,x,x
E07000237,23624,7913,12982,15204,17398,20687,27784,31492,33526,38361,x
E07000238,22525,x,x,13666,15852,19200,26593,31326,33252,x,x
E07000239,20783,x,10955,12444,15634,17702,23870,27234,28721,x,x
E12000006,24447,7349,11902,14278,16616,20482,28638,33672,36653,40322,52638
E06000032,28159,8583,15575,17345,19353,23552,32200,37584,41629,x,x
E06000031,23987,8634,12557,15405,16843,20705,27516,31752,35027,38117,x
E06000033,19231,x,9816,11281,12716,16143,22946,28672,30835,33993,x
E06000034,24690,x,x,x,x,20863,27955,33813,35610,x,x
E06000055,25214,7878,12341,15368,17544,20671,29942,33413,37141,42627,x
E06000056,23078,7726,12011,13730,15785,19229,27693,33047,36054,37961,x
E10000003,27460,8906,15483,17804,19555,23661,31804,37476,40684,44975,59439
E07000008,28378,10037,16069,18282,20456,24911,33036,39369,43045,48251,x
E07000009,24319,7666,12763,14972,16851,20034,27464,30113,33175,36738,x
E07000010,19849,x,12412,13032,15187,17291,22107,26394,29427,x,x
E07000011,25460,7269,12227,15732,18446,21962,28911,35000,37914,40501,x
E07000012,33218,12708,19218,21929,24460,28679,37711,44659,48792,54938,x
E10000012,23943,6889,11001,12986,15516,20007,28332,33138,36151,39552,50273
E07000066,25596,7965,12489,15523,17766,21783,29788,33810,36857,39534,x
E07000067,22670,x,x,x,x,18293,26254,x,x,x,x
E07000068,26929,7318,10495,11911,x,19893,30180,42807,x,x,x
E07000069,18386,x,x,8677,10652,14396,21187,27171,x,x,x
E07000070,24806,7161,11580,14010,16224,20542,28646,34340,36950,x,x
E07000071,23488,x,x,x,x,20456,27544,31616,x,x,x
E07000072,x,8513,11045,12000,14583,x,28655,34732,x,x,x
E07000073,27740,9376,14709,16929,19602,22737,31062,x,x,x,x
E07000074,20255,x,x,x,x,x,x,x,x,x,x
E07000075,22323,x,9896,x,13280,19149,29922,34992,x,x,x
E07000076,18578,x,6688,8424,9970,13394,22388,27790,29131,33201,x
E07000077,28128,9385,x,x,x,24560,30588,x,x,x,x
E10000015,25902,6463,11107,13794,16639,21515,30690,36324,39796,44308,58920
E07000095,25733,x,x,x,x,x,x,x,x,x,x
E07000096,16382,3804,6124,7457,9005,12792,22122,28798,31699,35021,x
E07000242,26190,5963,10672,13686,16159,21656,30159,37494,40078,43454,x
E07000098,27546,8283,14070,16227,17659,23021,31187,35950,38890,x,x
E07000099,25642,6384,9811,11888,16800,20473,31323,35942,38631,40084,x
E07000240,25585,x,x,13426,15920,19750,30323,36931,38716,x,x
E07000243,29369,10615,17205,19920,21902,25501,35338,39437,42950,47293,x
E07000102,28868,8968,15202,19036,22034,25723,34206,39128,44018,47495,x
E07000103,24978,x,x,x,18850,21427,29638,x,x,x,x
E07000241,30509,x,16586,18943,21818,25927,35498,42400,46435,52246,x
E10000020,22467,7094,11451,13010,15151,18737,25401,29747,32285,35720,44969
E07000143,22114,7210,12105,13955,15650,18118,24537,26345,27075,x,x
E07000144,24145,8419,12242,14239,16158,20433,26699,32726,35784,39155,x
E07000145,20762,x,10613,12449,14031,17943,24868,29597,33911,x,x
E07000146,22356,6310,10550,12936,15148,19578,26512,30897,32740,36009,x
E07000147,x,x,x,x,x,x,x,x,x,x,x
E07000148,22040,6288,10066,12510,14575,18207,25403,29604,32369,36141,x
E07000149,22376,8116,12066,13512,15247,19105,26005,30311,33251,36425,x
E10000029,22979,8056,12164,14499,16572,19742,26868,31000,33957,37155,46906
E07000200,21034,x,11300,12304,13995,18867,24678,28733,30044,x,x
E07000202,21074,7272,11521,12985,15631,18387,24597,28940,32710,37195,x
E07000203,24094,x,11828,13273,15978,19919,27855,30977,33952,x,x
E07000244,24901,x,12776,14604,16696,20482,28907,33101,36314,41115,x
E07000245,23223,8946,13395,16164,17406,20594,26828,30614,33940,36465,x
E12000007,33875,10085,17915,20701,23495,28531,39616,46851,51899,58598,84595
E13000001,38573,13454,21932,24927,27519,32993,44855,54065,60235,68396,99410
E09000007,36540,12186,22104,24774,27185,31942,41488,48848,52918,57747,x
E09000001,58132,23660,32000,35658,39335,46984,70588,86933,95494,107097,x
E09000012,28500,8056,14030,16997,18626,24278,34187,40000,42917,49993,x
E09000013,33614,10888,18794,21179,23879,29363,38759,43790,49214,53801,x
E09000014,25118,8040,11990,14024,16488,21600,29284,33961,35280,40840,x
E09000019,38376,x,24195,26513,28832,33616,43000,49560,54063,60965,x
E09000020,29166,x,18179,19965,21921,25255,33598,40000,44237,x,x
E09000022,33276,11878,18160,20550,23538,28249,37763,45001,49449,52821,x
E09000023,27467,8374,14809,17155,19091,22983,31867,37203,40740,44769,x
E09000025,26376,8416,12761,16161,18593,22349,31289,38783,44013,47512,x
E09000028,37523,14274,21490,24262,26860,31967,42561,48965,52986,57825,x
E09000030,41934,15754,24157,27251,31284,36405,50699,63397,71175,82991,x
E09000032,29144,9412,14562,17341,20504,24511,34182,39798,42651,45457,x
E09000033,40136,16425,24000,26685,29567,34878,46739,55398,61021,67774,x
E13000002,26459,7948,12548,15367,17768,22000,31242,36879,39699,43733,56145
E09000002,23546,6722,9990,13037,15856,19891,27645,33425,36721,39604,x
E09000003,22960,7208,10600,12389,15400,19469,28803,35226,39353,42537,x
E09000004,23195,7843,11982,14254,15995,18966,29114,34723,37687,41087,x
E09000005,26683,x,13235,16114,17350,22184,30771,35277,38080,42261,x
E09000006,24453,6995,10442,13046,16182,19879,x,x,x,x,x
E09000008,30662,8424,14314,17717,19962,25517,34266,38647,41202,44584,x
E09000009,26519,x,13916,17034,18991,22585,30912,35611,38248,43775,x
E09000010,21542,6640,9509,11083,13208,17110,25076,30020,33045,x,x
E09000011,26123,7237,12201,14114,17006,21760,31202,36027,38283,42727,x
E09000015,24312,7833,12258,14399,17255,20318,29199,36298,38666,40885,x
E09000016,26612,8307,11402,13507,16006,22292,30424,35984,38530,41763,x
E09000017,29099,9571,15912,18135,20050,24619,35544,40635,44605,48676,x
E09000018,32946,10191,17525,19840,23168,28574,38726,44881,53072,x,x
E09000021,28547,x,x,x,x,25645,32255,x,x,x,x
E09000024,25000,7842,12612,15282,17204,20911,29616,35064,38051,41397,x
E09000026,21275,6362,9870,11961,13030,17869,24931,30404,33518,40000,x
E09000027,27273,8001,13520,16656,18550,22974,33412,37246,41906,46107,x
E09000029,25596,7040,11755,13613,16150,19975,30005,35364,37562,40076,x
E09000031,25030,7504,12635,15707,17670,22414,29489,33857,36275,39377,x
E12000008,26215,8143,12903,15700,17988,22031,30852,36380,39915,43909,57909
E06000036,32149,10342,16374,18517,22014,27573,37796,45118,49148,53833,x
E06000043,24302,7800,11530,14317,16255,20753,27923,33206,36023,39150,x
E06000046,19708,7218,10620,12430,14201,16513,22626,26387,28388,x,x
E06000035,23717,7015,11995,13964,15745,19731,27544,32225,35157,38965,x
E06000042,31513,10858,18629,20829,22800,26831,36099,42710,45618,49694,x
E06000044,25421,8380,12489,15031,16963,21503,30495,34887,38446,41721,x
E06000038,28397,8773,15262,17589,19953,24121,33416,38951,42390,46511,x
E06000039,32237,x,x,x,22835,27936,37324,42169,x,x,x
E06000045,26608,8593,13681,15827,18971,22237,30128,34776,38379,42992,x
E06000037,30926,x,16222,19088,21215,25627,36473,42999,46579,x,x
E06000040,x,x,x,x,x,x,x,x,x,x,x
E06000041,30489,8815,14420,17735,19937,25689,37514,46188,52269,60236,x
E06000060,26484,8424,13260,15676,18381,22439,31821,35807,40899,44513,x
E10000011,20674,7008,10013,12038,13720,17284,24038,29022,32087,36152,x
E07000061,22253,7732,11717,13182,15576,19067,27598,33511,36642,39841,x
E07000062,19738,x,9526,10633,12913,15756,22368,25175,27894,x,x
E07000063,21891,7123,9538,11839,13432,17978,25445,31654,35006,x,x
E07000064,18601,7031,10044,11538,13050,16905,21006,24826,26771,x,x
E07000065,x,x,x,x,x,x,x,x,x,x,x
E10000014,25431,7741,12153,14863,17225,21070,30146,35891,39360,43480,56547
E07000084,32030,9154,14790,18204,20328,25512,36399,40702,44127,48479,x
E07000085,22395,8520,12944,15241,16986,19425,24855,31458,33959,37784,x
E07000086,x,x,x,x,x,x,x,x,x,x,x
E07000087,25653,x,x,x,x,20792,x,x,x,x,x
E07000088,19161,x,8394,x,x,15984,x,x,x,x,x
E07000089,27345,x,x,13846,17150,22009,35473,41426,x,x,x
E07000090,21738,8112,11945,13942,15572,18674,25361,30787,34434,38115,x
E07000091,22497,8161,10837,12631,14971,19284,26486,31310,36022,39085,x
E07000092,30700,x,15821,17976,21346,26100,36235,x,x,x,x
E07000093,26590,x,x,x,x,x,29643,33280,x,x,x
E07000094,24711,5185,10613,12854,16433,20245,29621,36574,41150,x,x
E10000016,24604,8063,12745,15108,17460,20885,28586,33867,36367,40301,51419
E07000105,25341,8742,14224,16972,18944,22004,29689,34198,36205,x,x
E07000106,21417,x,x,12107,13831,18279,24583,29790,34227,x,x
E07000107,27637,x,x,x,x,23028,32904,38358,x,x,x
E07000108,27051,x,15903,17791,18767,22694,30044,36284,41075,x,x
E07000109,23737,6449,9842,12308,14667,18880,30194,35588,39826,x,x
E07000110,25994,8425,15491,17580,18584,21759,29674,x,x,x,x
E07000111,23891,x,x,13216,15870,20466,27581,33408,35568,x,x
E07000112,23404,x,x,x,16173,19789,26516,x,x,x,x
E07000113,23974,x,x,15506,17714,20777,27543,31139,33910,x,x
E07000114,20341,7632,10715,12043,14104,17692,23096,27541,x,x,x
E07000115,26200,x,x,x,x,22941,29072,33377,x,x,x
E07000116,25897,9153,x,x,19432,23304,30116,34539,x,x,x
E10000025,28375,8681,14593,17363,19609,23929,33000,38006,40971,44910,55809
E07000177,26450,8889,14881,16665,18732,x,x,x,x,x,x
E07000178,28933,x,14188,17601,19405,24572,33507,38273,41247,44728,x
E07000179,28321,7641,12762,16913,19088,22741,33145,39068,41475,44304,x
E07000180,31495,11368,17309,19927,22220,26896,36049,40906,46236,51340,x
E07000181,24806,6923,11473,15282,17475,20497,30923,35351,36927,39326,x
E10000030,28280,7894,12821,16515,19189,24003,33490,40000,43826,48973,x
E07000207,28833,7183,11456,15361,18949,23486,34254,39958,43919,49580,x
E07000208,x,x,x,x,x,x,x,x,x,x,x
E07000209,30465,10024,18461,19879,22985,26340,35087,40416,43875,49061,x
E07000210,28717,x,15870,18649,21623,25110,34577,x,x,x,x
E07000211,26240,8170,12063,14105,16855,22220,32659,38069,42210,45298,x
E07000212,32630,x,15789,19378,21657,25449,38465,43043,45234,x,x
E07000213,31788,x,x,x,22413,26764,34512,40304,x,x,x
E07000214,x,x,x,x,x,x,x,x,x,x,x
E07000215,23468,x,8788,11182,x,18114,27079,29586,31855,x,x
E07000216,x,x,x,x,x,x,x,x,x,x,x
E07000217,x,x,x,x,x,x,x,x,x,x,x
E10000032,23005,6980,11300,13612,16000,19447,26891,32180,35360,39084,50969
E07000223,21447,x,x,12355,14529,18255,24628,x,x,x,x
E07000224,19310,x,9664,12041,13205,15976,21471,24830,25916,x,x
E07000225,20834,5451,9476,12361,14218,18335,24379,31818,34543,37783,x
E07000226,26541,7883,12488,15377,17596,21136,31199,35940,41061,44650,x
E07000227,23709,x,10181,11935,15336,20533,27230,32664,36945,40397,x
E07000228,24914,7293,13321,x,18196,21525,28930,33466,37177,x,x
E07000229,22102,7326,11835,13862,16197,18333,25953,30197,31933,34632,x
E12000009,22754,7226,11614,13773,15929,19380,26599,31208,33964,37506,47605
E06000022,23347,x,x,x,15792,19310,28380,x,x,x,x
E06000058,24631,8615,13605,16107,17946,21155,27966,33372,36060,39955,x
E06000023,26653,x,14920,17605,19380,22791,30013,34954,38602,41642,x
E06000059,20611,5730,9641,11881,14020,17782,25435,30694,32617,35910,x
E06000024,22306,x,11146,13102,15996,19081,25387,29998,33329,35863,x
E06000026,22445,7266,12568,14589,16535,19587,25892,29437,31756,35192,x
E06000025,24147,7266,11655,13659,15735,20162,28903,33589,36344,39664,x
E06000030,25787,8571,14849,17101,19034,22150,30216,33643,36799,40565,x
E06000027,18389,6692,9339,10570,13462,16184,21503,25561,28205,31446,x
E06000052,19750,7220,10817,12383,14412,16999,22934,26993,29269,31537,40811
E06000053,,,,,,,,,,,
E10000008,21201,7147,10606,12776,15072,18264,24102,28716,31132,34193,42180
E07000040,21389,x,10641,12861,14955,18798,24008,27999,30858,33371,x
E07000041,24369,8378,13380,15547,17736,21319,28245,32850,36035,38625,x
E07000042,18667,6177,7942,9595,12361,15415,21578,26042,29732,x,x
E07000043,20267,x,x,12713,14785,17689,23175,26077,28772,x,x
E07000044,x,x,x,x,x,x,x,x,x,x,x
E07000045,20314,8045,11202,12982,15462,18000,22513,25964,28993,32256,x
E07000046,18858,x,x,x,12418,16210,21309,23749,x,x,x
E07000047,15756,6084,8048,9022,10179,12724,x,x,x,x,x
E10000013,24328,8003,11850,14236,16480,20476,28332,33141,36795,40267,50000
E07000078,25221,x,x,x,16829,20998,28313,32971,x,x,x
E07000079,20449,8164,11459,11955,14164,17144,24068,28970,x,x,x
E07000080,20457,x,9577,11612,12786,17053,22155,24886,x,x,x
E07000081,22890,6714,10440,12257,14718,18750,27048,31309,36347,40469,x
E07000082,25921,7651,13653,16791,18845,22083,30172,34851,36371,38702,x
E07000083,30065,x,x,x,x,24592,34083,38237,x,x,x
E10000027,21273,6167,9966,12012,14214,17900,24637,29605,31752,34547,44351
E07000187,20003,7084,x,x,14267,17536,22770,26965,x,x,x
E07000188,19199,5977,9126,10612,12000,16412,22735,26825,x,x,x
E07000189,23865,8651,12601,15098,17570,20709,27704,31162,34028,36611,x
E07000246,20242,4222,8125,10472,12686,16676,24591,29971,32444,34451,x
E06000054,22155,6269,10120,12615,14689,18909,26092,31014,34565,38087,x
W92000004,22701,7988,12452,14776,16608,19553,26050,30920,33866,36739,44333
W06000001,20906,8648,11928,14760,15854,18604,24957,29790,33847,x,x
W06000002,19827,6794,10634,12986,14851,17442,22846,26241,27956,32055,x
W06000003,20280,7215,10451,x,x,x,x,x,x,x,x
W06000004,21341,8384,12765,14321,16060,18262,24613,29612,32028,35516,x
W06000005,24721,8374,13903,16275,18346,20943,29072,34235,37012,39271,x
W06000006,23664,9017,12391,13906,16009,19717,27301,32195,35095,36644,x
W06000023,21108,7208,12409,14551,16347,18515,25089,28018,30757,32527,x
W06000008,20337,x,7809,10117,x,16929,24406,27126,29686,32993,x
W06000009,20437,8101,12306,13885,15478,18728,23416,28179,31548,35695,x
W06000010,21272,8826,13390,15081,16626,19263,24333,28103,30765,34106,x
W06000011,22324,6917,11791,13799,15391,18904,25259,28886,31748,34562,x
W06000012,23909,8721,12508,14877,16698,20724,28414,33736,35562,38023,x
W06000013,24228,8335,12726,16343,18223,21114,27623,33119,36769,39229,x
W06000014,22094,7871,11644,14689,16740,19367,25498,30593,32825,x,x
W06000015,24029,8272,13219,15638,17336,20899,27931,33159,36389,39102,51448
W06000016,21811,8088,13234,14599,15897,19084,25919,30757,33967,36644,x
W06000024,21141,x,11361,13852,15811,17962,23282,26912,28507,x,x
W06000018,22697,7492,11983,14817,17766,20397,25597,29242,32190,35076,x
W06000019,20306,6950,x,x,14509,19148,23029,29380,32220,x,x
W06000020,22757,9939,13302,15883,17089,19197,26633,31805,35533,37840,x
W06000021,23376,x,12520,15863,16976,20085,28440,32832,33957,37942,x
W06000022,23860,9007,13659,15820,17196,20002,27457,32417,35204,38209,x
S92000003,24559,8400,13279,15629,17600,21000,28794,33483,36445,39431,49403
S12000033,27435,8195,13931,16869,18829,22993,31866,38048,41424,46000,x
S12000034,23064,6999,11461,13806,15832,19973,27589,32323,35378,38601,x
S12000041,x,x,x,x,x,x,x,x,x,x,x
S12000035,20758,x,8934,10205,11984,16227,24719,28796,32447,35923,x
S12000005,23299,x,15239,16768,17441,19586,27470,30559,x,x,x
S12000006,20270,8029,11799,13835,15415,17748,22851,26353,28793,32805,x
S12000042,24432,x,14710,16877,18407,21405,29149,32456,34501,36426,x
S12000008,22298,6930,9439,12013,14735,18757,26027,30326,32725,35001,x
S12000045,18285,7611,11046,12102,13402,16661,23396,27072,30716,x,x
